Nr;Sekunden;DemandHeat;DemandPower;ProductionPV
29314;26381700;4;24;18,24
29315;26382600;28;24;18,24
29316;26383500;48;24;18,24
29317;26384400;84;8;34,8
29318;26385300;8;8;34,8
29319;26386200;32;8;34,8
29320;26387100;42;16;34,8
29321;26388000;6;2;41,2
29322;26388900;24;2;41,2
29323;26389800;52;2;41,2
29324;26390700;44;2;41,2
29325;26391600;4;4;26,4
29326;26392500;2;4;26,4
29327;26393400;28;4;26,4
29328;26394300;6;4;26,4
29329;26395200;59;20;14,64
29330;26396100;36;64;14,64
29331;26397000;16;64;14,64
29332;26397900;24;64;14,64
29333;26398800;92;2;23,2
29334;26399700;8;2;23,2
29335;26400600;64;2;23,2
29336;26401500;76;2;23,2
29337;26402400;52;24;13,24
29338;26403300;4;24;13,24
29339;26404200;4;24;13,24
29340;26405100;52;24;13,24
29341;26406000;32;48;9,48
29342;26406900;4;48;9,48
29343;26407800;4;48;9,48
29344;26408700;24;48;9,48
29345;26409600;24;4;0,04
29346;26410500;64;4;0,04
29347;26411400;72;4;0,04
29348;26412300;76;4;0,04
29349;26413200;16;20;0
29350;26414100;68;20;0
29351;26415000;24;19;0
29352;26415900;72;18;0
29353;26416800;64;17;0
29354;26417700;72;16;0
29355;26418600;84;14;0
29356;26419500;96;13;0
29357;26420400;16;12;0
29358;26421300;16;11;0
29359;26422200;2;10;0
29360;26423100;28;10;0
29361;26424000;4;10;0
29362;26424900;4;10;0
29363;26425800;4;10;0
29364;26426700;4;10;0
29365;26427600;48;10;0
29366;26428500;16;10;0
29367;26429400;84;8;0
29368;26430300;44;7;0
29369;26431200;4;6;0
29370;26432100;48;4;0
29371;26433000;48;3;0
29372;26433900;48;3;0
29373;26434800;48;28;0
29374;26435700;48;3;0
29375;26436600;48;3;0
29376;26437500;48;3;0
29377;26438400;48;3;0
29378;26439300;48;3;0
29379;26440200;48;3;0
29380;26441100;48;3;0
29381;26442000;48;3;0
29382;26442900;48;3;0
29383;26443800;48;3;0
29384;26444700;48;3;0
29385;26445600;48;3;0
29386;26446500;48;3;0
29387;26447400;48;3;0
29388;26448300;48;3;0
29389;26449200;48;3;0
29390;26450100;48;3;0
29391;26451000;48;3;0
29392;26451900;48;3;0
29393;26452800;48;3;0
29394;26453700;48;3;0
29395;26454600;84;3;0
29396;26455500;76;3;0
29397;26456400;6;3;0
29398;26457300;96;3;0
29399;26458200;92;5;0
29400;26459100;24;7;0
29401;26460000;88;9;0
29402;26460900;4;11;0
29403;26461800;56;13;0
29404;26462700;84;13;0
29405;26463600;76;13;0
29406;26464500;32;13;0
29407;26465400;52;48;0
29408;26466300;24;13;0
29409;26467200;50;13;19,84
29410;26468100;84;84;19,84
29411;26469000;36;84;19,84
29412;26469900;36;84;19,84
29413;26470800;92;12;37,12
29414;26471700;2;12;37,12
29415;26472600;64;12;37,12
29416;26473500;32;12;37,12
29417;26474400;64;24;60,24
29418;26475300;64;24;60,24
29419;26476200;44;24;60,24
29420;26477100;8;24;60,24
29421;26478000;16;2;72,2
29422;26478900;28;2;72,2
29423;26479800;16;2;72,2
29424;26480700;2;2;72,2
29425;26481600;84;8;72,8
29426;26482500;52;8;72,8
29427;26483400;36;8;72,8
29428;26484300;28;8;72,8
29429;26485200;28;4;63,04
29430;26486100;24;4;63,04
29431;26487000;24;4;63,04
29432;26487900;24;4;63,04
29433;26488800;24;16;39,16
29434;26489700;24;16;39,16
29435;26490600;2;16;39,16
29436;26491500;24;16;39,16
29437;26492400;24;36;12,36
29438;26493300;36;36;12,36
29439;26494200;56;36;12,36
29440;26495100;52;36;12,36
29441;26496000;28;64;5,64
29442;26496900;32;64;5,64
29443;26497800;44;64;5,64
29444;26498700;56;64;5,64
29445;26499600;28;20;0
29446;26500500;36;20;0
29447;26501400;52;19;0
29448;26502300;68;18;0
29449;26503200;24;17;0
29450;26504100;28;16;0
29451;26505000;36;14;0
29452;26505900;48;13;0
29453;26506800;32;12;0
29454;26507700;36;11;0
29455;26508600;48;10;0
29456;26509500;56;10;0
29457;26510400;48;10;0
29458;26511300;52;10;0
29459;26512200;56;10;0
29460;26513100;6;10;0
29461;26514000;44;10;0
29462;26514900;6;10;0
29463;26515800;84;8;0
29464;26516700;12;7;0
29465;26517600;56;6;0
29466;26518500;48;4;0
29467;26519400;48;3;0
29468;26520300;48;3;0
29469;26521200;48;3;0
29470;26522100;48;3;0
29471;26523000;48;3;0
29472;26523900;48;3;0
29473;26524800;48;3;0
29474;26525700;48;3;0
29475;26526600;48;3;0
29476;26527500;48;3;0
29477;26528400;48;3;0
29478;26529300;48;3;0
29479;26530200;48;3;0
29480;26531100;48;3;0
29481;26532000;48;3;0
29482;26532900;48;3;0
29483;26533800;48;3;0
29484;26534700;48;3;0
29485;26535600;48;3;0
29486;26536500;48;3;0
29487;26537400;48;3;0
29488;26538300;48;3;0
29489;26539200;48;3;0
29490;26540100;48;3;0
29491;26541000;12;3;0
29492;26541900;16;3;0
29493;26542800;48;3;0
29494;26543700;24;3;0
29495;26544600;68;4;0
29496;26545500;32;5;0
29497;26546400;4;6;0
29498;26547300;16;8;0
29499;26548200;8;8;0
29500;26549100;64;8;0
29501;26550000;48;8;0
29502;26550900;56;8;0
29503;26551800;33;4;0
29504;26552700;84;8;0
29505;26553600;44;8;16
29506;26554500;28;8;16
29507;26555400;37;4;16
29508;26556300;6;8;16
29509;26557200;68;56;32,56
29510;26558100;76;56;32,56
29511;26559000;44;56;32,56
29512;26559900;4;56;32,56
29513;26560800;96;36;38,36
29514;26561700;64;36;38,36
29515;26562600;72;14;38,36
29516;26563500;64;36;38,36
29517;26564400;24;4;20,4
29518;26565300;84;4;20,4
29519;26566200;52;4;20,4
29520;26567100;88;4;20,4
29521;26568000;96;56;27,56
29522;26568900;2;56;27,56
29523;26569800;84;56;27,56
29524;26570700;12;56;27,56
29525;26571600;36;88;35,88
29526;26572500;88;88;35,88
29527;26573400;110;14;35,88
29528;26574300;6;88;35,88
29529;26575200;52;16;33,16
29530;26576100;68;16;33,16
29531;26577000;28;16;33,16
29532;26577900;88;16;33,16
29533;26578800;24;52;17,52
29534;26579700;48;52;17,52
29535;26580600;76;52;17,52
29536;26581500;76;52;17,52
29537;26582400;28;88;0,88
29538;26583300;44;88;0,88
29539;26584200;52;88;0,88
29540;26585100;64;88;0,88
29541;26586000;64;14;0
29542;26586900;68;14;0
29543;26587800;72;13;0
29544;26588700;76;12;0
29545;26589600;2;11;0
29546;26590500;24;11;0
29547;26591400;28;10;0
29548;26592300;32;10;0
29549;26593200;16;10;0
29550;26594100;2;10;0
29551;26595000;2;10;0
29552;26595900;2;10;0
29553;26596800;16;10;0
29554;26597700;2;10;0
29555;26598600;2;10;0
29556;26599500;24;10;0
29557;26600400;72;10;0
29558;26601300;8;10;0
29559;26602200;84;8;0
29560;26603100;88;7;0
29561;26604000;8;6;0
29562;26604900;30;64;0
29563;26605800;17;28;0
29564;26606700;13;28;0
29565;26607600;48;3;0
29566;26608500;48;3;0
29567;26609400;48;3;0
29568;26610300;48;3;0
29569;26611200;48;3;0
29570;26612100;48;3;0
29571;26613000;48;3;0
29572;26613900;48;3;0
29573;26614800;48;28;0
29574;26615700;48;3;0
29575;26616600;48;3;0
29576;26617500;48;3;0
29577;26618400;48;3;0
29578;26619300;48;3;0
29579;26620200;48;3;0
29580;26621100;48;3;0
29581;26622000;48;3;0
29582;26622900;48;3;0
29583;26623800;48;3;0
29584;26624700;48;3;0
29585;26625600;48;3;0
29586;26626500;48;3;0
29587;26627400;64;3;0
29588;26628300;68;3;0
29589;26629200;64;3;0
29590;26630100;6;3;0
29591;26631000;4;3;0
29592;26631900;12;3;0
29593;26632800;13;28;0
29594;26633700;2;3;0
29595;26634600;16;3;0
29596;26635500;12;3;0
29597;26636400;2;3;0
29598;26637300;16;3;0
29599;26638200;56;3;0
29600;26639100;6;3;0
29601;26640000;12;28;4,28
29602;26640900;16;28;4,28
29603;26641800;32;28;4,28
29604;26642700;96;28;4,28
29605;26643600;36;16;13,16
29606;26644500;96;16;13,16
29607;26645400;48;16;13,16
29608;26646300;64;16;13,16
29609;26647200;16;88;30,88
29610;26648100;4;88;30,88
29611;26649000;12;10;30,88
29612;26649900;4;88;30,88
29613;26650800;56;88;63,88
29614;26651700;56;88;63,88
29615;26652600;4;88;63,88
29616;26653500;48;88;63,88
29617;26654400;2;52;59,52
29618;26655300;72;52;59,52
29619;26656200;92;52;59,52
29620;26657100;4;52;59,52
29621;26658000;28;4;36,4
29622;26658900;4;4;36,4
29623;26659800;8;4;36,4
29624;26660700;12;4;36,4
29625;26661600;16;72;32,72
29626;26662500;84;72;32,72
29627;26663400;56;72;32,72
29628;26664300;56;72;32,72
29629;26665200;92;92;16,92
29630;26666100;68;92;16,92
29631;26667000;72;92;16,92
29632;26667900;68;92;16,92
29633;26668800;8;16;5,16
29634;26669700;76;16;5,16
29635;26670600;68;16;5,16
29636;26671500;2;16;5,16
29637;26672400;84;10;0
29638;26673300;16;10;0
29639;26674200;4;10;0
29640;26675100;44;10;0
29641;26676000;56;10;0
29642;26676900;12;10;0
29643;26677800;92;10;0
29644;26678700;8;10;0
29645;26679600;68;10;0
29646;26680500;44;10;0
29647;26681400;92;10;0
29648;26682300;64;10;0
29649;26683200;28;10;0
29650;26684100;72;8;0
29651;26685000;92;10;0
29652;26685900;92;10;0
29653;26686800;6;10;0
29654;26687700;68;10;0
29655;26688600;6;8;0
29656;26689500;2;7;0
29657;26690400;4;6;0
29658;26691300;48;4;0
29659;26692200;48;3;0
29660;26693100;48;3;0
29661;26694000;48;3;0
29662;26694900;48;3;0
29663;26695800;48;3;0
29664;26696700;48;3;0
29665;26697600;48;3;0
29666;26698500;48;3;0
29667;26699400;48;3;0
29668;26700300;48;3;0
29669;26701200;52;3;0
29670;26702100;52;3;0
29671;26703000;56;3;0
29672;26703900;6;3;0
29673;26704800;64;3;0
29674;26705700;68;3;0
29675;26706600;76;3;0
29676;26707500;96;3;0
29677;26708400;16;3;0
29678;26709300;52;3;0
29679;26710200;8;3;0
29680;26711100;72;3;0
29681;26712000;4;3;0
29682;26712900;36;3;0
29683;26713800;4;3;0
29684;26714700;8;3;0
29685;26715600;48;3;0
29686;26716500;76;3;0
29687;26717400;28;5;0
29688;26718300;16;7;0
29689;26719200;16;9;0
29690;26720100;56;11;0
29691;26721000;44;13;0
29692;26721900;12;13;0
29693;26722800;68;36;0,36
29694;26723700;68;36;0,36
29695;26724600;4;36;0,36
29696;26725500;68;36;0,36
29697;26726400;8;44;21,44
29698;26727300;32;44;21,44
29699;26728200;12;44;21,44
29700;26729100;88;44;21,44
29701;26730000;32;28;43,28
29702;26730900;12;28;43,28
29703;26731800;2;28;43,28
29704;26732700;84;28;43,28
29705;26733600;8;88;59,88
29706;26734500;88;88;59,88
29707;26735400;48;88;59,88
29708;26736300;56;88;59,88
29709;26737200;4;2;74,2
29710;26738100;4;2;74,2
29711;26739000;8;2;74,2
29712;26739900;72;20;74,2
29713;26740800;96;20;78
29714;26741700;4;20;78
29715;26742600;68;20;78
29716;26743500;65;24;78
29717;26744400;2;48;63,48
29718;26745300;64;48;63,48
29719;26746200;92;48;63,48
29720;26747100;32;48;63,48
29721;26748000;6;52;40,52
29722;26748900;68;52;40,52
29723;26749800;84;52;40,52
29724;26750700;96;52;40,52
29725;26751600;24;24;13,24
29726;26752500;32;24;13,24
29727;26753400;72;24;13,24
29728;26754300;2;24;13,24
29729;26755200;84;52;3,52
29730;26756100;44;52;3,52
29731;26757000;88;52;3,52
29732;26757900;28;52;3,52
29733;26758800;24;20;0
29734;26759700;88;20;0
29735;26760600;32;19;0
29736;26761500;72;18;0
29737;26762400;92;17;0
29738;26763300;64;16;0
29739;26764200;48;14;0
29740;26765100;2;13;0
29741;26766000;64;12;0
29742;26766900;16;11;0
29743;26767800;76;10;0
29744;26768700;64;10;0
29745;26769600;92;10;0
29746;26770500;16;10;0
29747;26771400;52;10;0
29748;26772300;96;10;0
29749;26773200;24;10;0
29750;26774100;8;10;0
29751;26775000;32;8;0
29752;26775900;8;7;0
29753;26776800;52;6;0
29754;26777700;48;4;0
29755;26778600;48;3;0
29756;26779500;48;3;0
29757;26780400;48;28;0
29758;26781300;48;3;0
29759;26782200;52;3;0
29760;26783100;52;3;0
29761;26784000;6;3;0
29762;26784900;64;3;0
29763;26785800;72;3;0
29764;26786700;8;3;0
29765;26787600;96;3;0
29766;26788500;8;3;0
29767;26789400;28;3;0
29768;26790300;52;3;0
29769;26791200;92;3;0
29770;26792100;28;3;0
29771;26793000;72;3;0
29772;26793900;16;3;0
29773;26794800;4;3;0
29774;26795700;6;3;0
29775;26796600;76;3;0
29776;26797500;17;28;0
29777;26798400;28;3;0
29778;26799300;8;3;0
29779;26800200;28;3;0
29780;26801100;72;3;0
29781;26802000;96;3;0
29782;26802900;4;3;0
29783;26803800;46;32;0
29784;26804700;36;7;0
29785;26805600;2;9;0
29786;26806500;64;11;0
29787;26807400;4;13;0
29788;26808300;88;13;0
29789;26809200;40;13;0,28
29790;26810100;28;28;0,28
29791;26811000;12;28;0,28
29792;26811900;4;28;0,28
29793;26812800;72;48;20,48
29794;26813700;68;48;20,48
29795;26814600;16;48;20,48
29796;26815500;24;48;20,48
29797;26816400;96;28;39,28
29798;26817300;48;28;39,28
29799;26818200;36;28;39,28
29800;26819100;56;28;39,28
29801;26820000;44;16;55,16
29802;26820900;68;16;55,16
29803;26821800;72;16;55,16
29804;26822700;88;16;55,16
29805;26823600;6;44;64,44
29806;26824500;76;44;64,44
29807;26825400;24;44;64,44
29808;26826300;52;44;64,44
29809;26827200;24;92;59,92
29810;26828100;8;92;59,92
29811;26829000;6;92;59,92
29812;26829900;72;92;59,92
29813;26830800;52;8;36,8
29814;26831700;4;8;36,8
29815;26832600;76;8;36,8
29816;26833500;48;8;36,8
29817;26834400;48;16;33,16
29818;26835300;96;16;33,16
29819;26836200;16;16;33,16
29820;26837100;12;16;33,16
29821;26838000;6;6;16,6
29822;26838900;48;6;16,6
29823;26839800;96;6;16,6
29824;26840700;52;6;16,6
29825;26841600;48;76;1,76
29826;26842500;28;76;1,76
29827;26843400;16;76;1,76
29828;26844300;88;76;1,76
29829;26845200;8;20;0
29830;26846100;84;20;0
29831;26847000;52;19;0
29832;26847900;4;18;0
29833;26848800;16;17;0
29834;26849700;88;16;0
29835;26850600;64;14;0
29836;26851500;28;13;0
29837;26852400;28;12;0
29838;26853300;32;11;0
29839;26854200;52;10;0
29840;26855100;88;10;0
29841;26856000;59;8;0
29842;26856900;96;10;0
29843;26857800;87;8;0
29844;26858700;16;10;0
29845;26859600;48;10;0
29846;26860500;32;10;0
29847;26861400;12;8;0
29848;26862300;92;7;0
29849;26863200;32;6;0
29850;26864100;48;4;0
29851;26865000;48;3;0
29852;26865900;48;3;0
29853;26866800;48;28;0
29854;26867700;48;3;0
29855;26868600;52;3;0
29856;26869500;52;3;0
29857;26870400;64;3;0
29858;26871300;68;3;0
29859;26872200;8;3;0
29860;26873100;13;28;0
29861;26874000;44;3;0
29862;26874900;16;3;0
29863;26875800;96;3;0
29864;26876700;76;3;0
29865;26877600;16;3;0
29866;26878500;6;3;0
29867;26879400;12;28;0
29868;26880300;48;3;0
29869;26881200;6;3;0
29870;26882100;4;3;0
29871;26883000;48;3;0
29872;26883900;8;3;0
29873;26884800;92;3;0
29874;26885700;4;3;0
29875;26886600;2;3;0
29876;26887500;40;28;0
29877;26888400;6;3;0
29878;26889300;36;3;0
29879;26890200;76;5;0
29880;26891100;6;7;0
29881;26892000;36;9;0
29882;26892900;28;11;0
29883;26893800;4;13;0
29884;26894700;28;13;0
29885;26895600;48;13;0
29886;26896500;92;13;0
29887;26897400;24;13;0
29888;26898300;52;13;0
29889;26899200;12;52;17,52
29890;26900100;6;52;17,52
29891;26901000;92;52;17,52
29892;26901900;68;52;17,52
29893;26902800;88;76;37,76
29894;26903700;28;76;37,76
29895;26904600;76;76;37,76
29896;26905500;42;16;37,76
29897;26906400;72;52;57,52
29898;26907300;84;52;57,52
29899;26908200;6;52;57,52
29900;26909100;2;52;57,52
29901;26910000;8;36;72,36
29902;26910900;36;36;72,36
29903;26911800;4;36;72,36
29904;26912700;48;36;72,36
29905;26913600;52;16;71,16
29906;26914500;64;16;71,16
29907;26915400;32;16;71,16
29908;26916300;6;16;71,16
29909;26917200;32;28;59,28
29910;26918100;2;28;59,28
29911;26919000;8;28;59,28
29912;26919900;83;20;59,28
29913;26920800;12;84;34,84
29914;26921700;92;84;34,84
29915;26922600;56;84;34,84
29916;26923500;32;84;34,84
29917;26924400;28;36;10,36
29918;26925300;8;36;10,36
29919;26926200;56;36;10,36
29920;26927100;28;36;10,36
29921;26928000;36;20;2,76
29922;26928900;32;76;2,76
29923;26929800;44;76;2,76
29924;26930700;6;76;2,76
29925;26931600;72;20;0
29926;26932500;52;20;0
29927;26933400;2;19;0
29928;26934300;72;18;0
29929;26935200;84;17;0
29930;26936100;6;16;0
29931;26937000;36;14;0
29932;26937900;8;13;0
29933;26938800;32;12;0
29934;26939700;6;11;0
29935;26940600;67;8;0
29936;26941500;56;10;0
29937;26942400;72;10;0
29938;26943300;8;10;0
29939;26944200;4;10;0
29940;26945100;36;10;0
29941;26946000;72;10;0
29942;26946900;32;10;0
29943;26947800;92;8;0
29944;26948700;48;7;0
29945;26949600;92;6;0
29946;26950500;48;4;0
29947;26951400;48;3;0
29948;26952300;48;3;0
29949;26953200;48;28;0
29950;26954100;52;3;0
29951;26955000;6;3;0
29952;26955900;68;3;0
29953;26956800;96;3;0
29954;26957700;52;3;0
29955;26958600;28;3;0
29956;26959500;16;3;0
29957;26960400;48;3;0
29958;26961300;76;3;0
29959;26962200;4;3;0
29960;26963100;32;3;0
29961;26964000;48;3;0
29962;26964900;24;3;0
29963;26965800;4;3;0
29964;26966700;13;28;0
29965;26967600;24;3;0
29966;26968500;52;3;0
29967;26969400;8;3;0
29968;26970300;8;3;0
29969;26971200;72;3;0
29970;26972100;68;3;0
29971;26973000;25;28;0
29972;26973900;92;3;0
29973;26974800;32;3;0
29974;26975700;96;3;0
29975;26976600;76;5;0
29976;26977500;46;36;0
29977;26978400;84;9;0
29978;26979300;8;11;0
29979;26980200;8;13;0
29980;26981100;76;13;0
29981;26982000;8;13;0
29982;26982900;76;13;0
29983;26983800;36;13;0
29984;26984700;88;13;0
29985;26985600;4;12;19,12
29986;26986500;6;12;19,12
29987;26987400;72;12;19,12
29988;26988300;68;12;19,12
29989;26989200;4;72;39,72
29990;26990100;32;72;39,72
29991;26991000;84;72;39,72
29992;26991900;64;72;39,72
29993;26992800;64;36;56,36
29994;26993700;92;36;56,36
29995;26994600;68;36;56,36
29996;26995500;36;36;56,36
29997;26996400;48;68;65,68
29998;26997300;48;68;65,68
29999;26998200;24;68;65,68
30000;26999100;68;68;65,68
30001;27000000;8;16;70,16
30002;27000900;52;20;70,16
30003;27001800;88;16;70,16
30004;27002700;4;16;70,16
30005;27003600;8;48;54,48
30006;27004500;44;48;54,48
30007;27005400;12;48;54,48
30008;27006300;68;48;54,48
30009;27007200;48;20;32
30010;27008100;12;20;32
30011;27009000;76;20;32
30012;27009900;36;20;32
30013;27010800;2;88;8,88
30014;27011700;4;88;8,88
30015;27012600;8;88;8,88
30016;27013500;24;88;8,88
30017;27014400;52;92;0,92
30018;27015300;8;92;0,92
30019;27016200;16;92;0,92
30020;27017100;64;92;0,92
30021;27018000;48;20;0
30022;27018900;96;20;0
30023;27019800;32;19;0
30024;27020700;48;18;0
30025;27021600;52;17;0
30026;27022500;16;16;0
30027;27023400;84;14;0
30028;27024300;44;13;0
30029;27025200;28;12;0
30030;27026100;16;11;0
30031;27027000;16;10;0
30032;27027900;36;10;0
30033;27028800;76;10;0
30034;27029700;92;10;0
30035;27030600;36;10;0
30036;27031500;84;10;0
30037;27032400;88;10;0
30038;27033300;16;10;0
30039;27034200;4;8;0
30040;27035100;64;7;0
30041;27036000;72;6;0
30042;27036900;48;4;0
30043;27037800;48;3;0
30044;27038700;48;3;0
30045;27039600;48;28;0
30046;27040500;52;3;0
30047;27041400;56;3;0
30048;27042300;64;3;0
30049;27043200;84;3;0
30050;27044100;28;3;0
30051;27045000;4;3;0
30052;27045900;92;3;0
30053;27046800;12;3;0
30054;27047700;28;3;0
30055;27048600;2;3;0
30056;27049500;4;3;0
30057;27050400;52;3;0
30058;27051300;44;3;0
30059;27052200;32;3;0
30060;27053100;8;3;0
30061;27054000;12;3;0
30062;27054900;8;3;0
30063;27055800;8;3;0
30064;27056700;17;28;0
30065;27057600;52;3;0
30066;27058500;44;3;0
30067;27059400;36;3;0
30068;27060300;72;3;0
30069;27061200;6;3;0
30070;27062100;16;3;0
30071;27063000;4;5;0
30072;27063900;2;7;0
30073;27064800;12;9;0
30074;27065700;84;11;0
30075;27066600;64;13;0
30076;27067500;48;13;0
30077;27068400;84;13;0
30078;27069300;64;13;0
30079;27070200;4;13;0
30080;27071100;56;13;0
30081;27072000;96;8;19,08
30082;27072900;84;8;19,08
30083;27073800;96;8;19,08
30084;27074700;6;8;19,08
30085;27075600;50;13;37,92
30086;27076500;88;92;37,92
30087;27077400;8;92;37,92
30088;27078300;88;92;37,92
30089;27079200;84;88;38,88
30090;27080100;48;88;38,88
30091;27081000;32;88;38,88
30092;27081900;24;88;38,88
30093;27082800;84;52;27,52
30094;27083700;48;52;27,52
30095;27084600;76;52;27,52
30096;27085500;72;20;27,52
30097;27086400;44;4;43,4
30098;27087300;6;4;43,4
30099;27088200;64;4;43,4
30100;27089100;88;4;43,4
30101;27090000;68;52;32,52
30102;27090900;56;52;32,52
30103;27091800;28;52;32,52
30104;27092700;16;52;32,52
30105;27093600;56;4;20,4
30106;27094500;28;4;20,4
30107;27095400;24;4;20,4
30108;27096300;52;4;20,4
30109;27097200;28;88;7,88
30110;27098100;41;20;7,88
30111;27099000;72;88;7,88
30112;27099900;48;88;7,88
30113;27100800;16;20;0
30114;27101700;24;20;0
30115;27102600;38;24;0
30116;27103500;68;20;0
30117;27104400;8;20;0
30118;27105300;16;20;0
30119;27106200;12;19;0
30120;27107100;61;36;0
30121;27108000;4;17;0
30122;27108900;36;16;0
30123;27109800;36;14;0
30124;27110700;32;13;0
30125;27111600;88;12;0
30126;27112500;52;11;0
30127;27113400;24;10;0
30128;27114300;24;10;0
30129;27115200;68;10;0
30130;27116100;4;10;0
30131;27117000;52;10;0
30132;27117900;8;10;0
30133;27118800;8;10;0
30134;27119700;28;10;0
30135;27120600;52;8;0
30136;27121500;68;7;0
30137;27122400;64;6;0
30138;27123300;48;4;0
30139;27124200;48;3;0
30140;27125100;48;3;0
30141;27126000;48;3;0
30142;27126900;48;3;0
30143;27127800;52;3;0
30144;27128700;56;3;0
30145;27129600;68;3;0
30146;27130500;72;3;0
30147;27131400;8;3;0
30148;27132300;92;3;0
30149;27133200;12;3;0
30150;27134100;4;3;0
30151;27135000;76;3;0
30152;27135900;8;3;0
30153;27136800;84;3;0
30154;27137700;64;3;0
30155;27138600;6;3;0
30156;27139500;12;3;0
30157;27140400;36;3;0
30158;27141300;6;3;0
30159;27142200;8;3;0
30160;27143100;24;3;0
30161;27144000;48;3;0
30162;27144900;76;3;0
30163;27145800;8;3;0
30164;27146700;52;3;0
30165;27147600;68;3;0
30166;27148500;4;3;0
30167;27149400;44;4;0
30168;27150300;36;5;0
30169;27151200;92;6;0
30170;27152100;92;7;0
30171;27153000;24;8;0
30172;27153900;64;8;0
30173;27154800;68;8;0
30174;27155700;76;8;0
30175;27156600;44;8;0
30176;27157500;68;8;0
30177;27158400;88;8;13
30178;27159300;64;8;13
30179;27160200;72;8;13
30180;27161100;92;8;13
30181;27162000;4;92;32,92
30182;27162900;76;92;32,92
30183;27163800;81;9;32,92
30184;27164700;64;92;32,92
30185;27165600;6;2;48,2
30186;27166500;28;2;48,2
30187;27167400;2;14;48,2
30188;27168300;76;2;48,2
30189;27169200;8;32;62,32
30190;27170100;8;32;62,32
30191;27171000;36;32;62,32
30192;27171900;4;32;62,32
30193;27172800;96;68;65,68
30194;27173700;56;68;65,68
30195;27174600;96;68;65,68
30196;27175500;4;68;65,68
30197;27176400;8;36;51,36
30198;27177300;64;36;51,36
30199;27178200;44;36;51,36
30200;27179100;4;36;51,36
30201;27180000;36;12;34,12
30202;27180900;2;12;34,12
30203;27181800;16;12;34,12
30204;27182700;76;12;34,12
30205;27183600;64;24;13,24
30206;27184500;92;24;13,24
30207;27185400;4;24;13,24
30208;27186300;68;14;13,24
30209;27187200;28;44;0,44
30210;27188100;52;44;0,44
30211;27189000;68;44;0,44
30212;27189900;48;44;0,44
30213;27190800;76;14;0
30214;27191700;88;14;0
30215;27192600;84;13;0
30216;27193500;68;12;0
30217;27194400;36;11;0
30218;27195300;8;11;0
30219;27196200;24;10;0
30220;27197100;6;10;0
30221;27198000;56;10;0
30222;27198900;56;10;0
30223;27199800;8;10;0
30224;27200700;24;10;0
30225;27201600;72;10;0
30226;27202500;8;10;0
30227;27203400;56;10;0
30228;27204300;68;8;0
30229;27205200;44;10;0
30230;27206100;12;10;0
30231;27207000;76;8;0
30232;27207900;48;7;0
30233;27208800;31;11;0
30234;27209700;48;4;0
30235;27210600;48;3;0
30236;27211500;52;3;0
30237;27212400;68;3;0
30238;27213300;72;3;0
30239;27214200;92;3;0
30240;27215100;24;3;0
30241;27216000;4;3;0
30242;27216900;8;3;0
30243;27217800;16;3;0
30244;27218700;52;3;0
30245;27219600;28;28;0
30246;27220500;4;3;0
30247;27221400;8;3;0
30248;27222300;84;3;0
30249;27223200;44;3;0
30250;27224100;4;3;0
30251;27225000;6;3;0
30252;27225900;12;3;0
30253;27226800;56;3;0
30254;27227700;4;3;0
30255;27228600;48;3;0
30256;27229500;92;3;0
30257;27230400;8;3;0
30258;27231300;12;3;0
30259;27232200;12;3;0
30260;27233100;4;3;0
30261;27234000;56;3;0
30262;27234900;84;3;0
30263;27235800;72;3;0
30264;27236700;4;3;0
30265;27237600;32;3;0
30266;27238500;48;3;0
30267;27239400;84;3;0
30268;27240300;18;28;0
30269;27241200;68;3;0
30270;27242100;76;3;0
30271;27243000;48;3;0
30272;27243900;12;3;0
30273;27244800;92;16;15,16
30274;27245700;6;16;15,16
30275;27246600;76;16;15,16
30276;27247500;92;16;15,16
30277;27248400;16;24;33,24
30278;27249300;44;24;33,24
30279;27250200;76;24;33,24
30280;27251100;4;24;33,24
30281;27252000;84;7;52
30282;27252900;64;8;52
30283;27253800;76;8;52
30284;27254700;88;10;52
30285;27255600;54;10;65,44
30286;27256500;73;10;65,44
30287;27257400;44;44;65,44
30288;27258300;36;44;65,44
30289;27259200;8;16;69,16
30290;27260100;92;16;69,16
30291;27261000;56;16;69,16
30292;27261900;44;16;69,16
30293;27262800;36;16;54,16
30294;27263700;4;16;54,16
30295;27264600;6;16;54,16
30296;27265500;118;10;54,16
30297;27266400;6;32;32,32
30298;27267300;4;32;32,32
30299;27268200;44;32;32,32
30300;27269100;96;32;32,32
30301;27270000;52;88;8,88
30302;27270900;6;88;8,88
30303;27271800;76;88;8,88
30304;27272700;28;88;8,88
30305;27273600;96;4;1,4
30306;27274500;48;4;1,4
30307;27275400;56;4;1,4
30308;27276300;28;4;1,4
30309;27277200;88;10;0
30310;27278100;32;10;0
30311;27279000;64;10;0
30312;27279900;8;10;0
30313;27280800;64;10;0
30314;27281700;28;10;0
30315;27282600;96;10;0
30316;27283500;72;10;0
30317;27284400;4;10;0
30318;27285300;64;10;0
30319;27286200;36;10;0
30320;27287100;32;10;0
30321;27288000;63;8;0
30322;27288900;48;10;0
30323;27289800;12;10;0
30324;27290700;84;10;0
30325;27291600;8;10;0
30326;27292500;96;10;0
30327;27293400;4;8;0
30328;27294300;88;7;0
30329;27295200;64;6;0
